platform,title,meta_score,user_score,num_critics,num_users,genres,developer,release_date
pc,MINECRAFT: STORY MODE SEASON TWO - EPISODE 2: GIANT CONSEQUENCES,74,6.3,8,27 Ratings,"['Adventure', 'Point-and-Click']",Telltale Games,15-Aug-17
pc,MIRAGE: ARCANE WARFARE,74,3.7,10,13 Ratings,"['Action', 'Shooter', 'First-Person', 'Tactical']",Torn Banner Studios,23-May-17
pc,REGALIA: OF MEN AND MONARCHS,73,7.8,27,36 Ratings,"['Role-Playing', 'Strategy', 'Turn-Based', 'Japanese-Style', 'Tactics']",Pixelated Milk,18-May-17
pc,MEGA MAN LEGACY COLLECTION 2,73,8.6,7,52 Ratings,"['Miscellaneous', 'Compilation']","Capcom, Now Production, Bullets",8-Aug-17
pc,CHILDREN OF ZODIARCS,73,6.9,7,14 Ratings,"['Role-Playing', 'Japanese-Style']",Cardboard Utopia,18-Jul-17
pc,SPELLFORCE 3,73,7.5,37,171 Ratings,"['Strategy', 'Real-Time', 'Tactics']",Grimlore Games,7-Dec-17
pc,STARPOINT GEMINI WARLORDS,73,7.1,11,22 Ratings,"['Strategy', 'General']",Little Green Men,23-May-17
pc,YOOKA-LAYLEE,73,6.5,32,330 Ratings,"['Action', 'Platformer', '3D']",Playtonic Games,5-Apr-17
pc,CALL OF DUTY: WWII,73,3.9,21,876 Ratings,"['Action', 'Shooter', 'First-Person', 'Arcade']",Sledgehammer Games,2-Nov-17
pc,THE SURGE,72,6.7,33,262 Ratings,"['General', 'Role-Playing', 'Action RPG']",Deck 13,16-May-17
pc,TOWER 57,72,6.8,10,12 Ratings,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",Pixwerk,16-Nov-17
pc,MASS EFFECT: ANDROMEDA,72,5,37,4310 Ratings,"['Action RPG', 'Role-Playing', 'Action RPG']",BioWare,21-Mar-17
pc,THE WARDROBE,72,7.3,8,13 Ratings,"['Adventure', 'Point-and-Click']",C.I.N.I.C. Games,15-Feb-17
pc,PURRFECT DATE,72,4.6,10,8 Ratings,"['Adventure', 'Visual Novel']",The Bae Team,15-Dec-17
pc,STYX: SHARDS OF DARKNESS,72,7.7,38,114 Ratings,"['Action Adventure', 'General']",Cyanide,14-Mar-17
pc,DREAM DADDY: A DAD DATING SIMULATOR,72,7.5,18,97 Ratings,"['Simulation', 'Virtual', 'Virtual Life']",Game Grumps,20-Jul-17
pc,ECHO (2017),72,6.5,20,40 Ratings,"['Action Adventure', 'General']",Ultra Ultra,19-Sep-17
pc,NARCOSIS,72,7.2,15,17 Ratings,"['Action Adventure', 'Horror', 'Survival']","Narcosis Team, Honor Code, Inc.",28-Mar-17
pc,THE MAGE'S TALE,72,7.5,12,11 Ratings,"['Adventure', 'General']",InXile Entertainment,20-Jun-17
pc,MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 3: MORE THAN A FEELING,72,7.1,10,17 Ratings,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",Telltale Games,22-Aug-17
pc,IMPRINT-X,72,tbd,11,,,,
pc,KINGDOMS AND CASTLES,72,7.3,10,26 Ratings,"['Strategy', 'Real-Time', 'General']","Lion Shield, LLC",20-Jul-17
pc,MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 2: UNDER PRESSURE,72,5.9,12,29 Ratings,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",Telltale Games,6-Jun-17
pc,ALBION ONLINE,72,5.2,8,182 Ratings,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Historic']",Sandbox Interactive,17-Jul-17
pc,SENRAN KAGURA: ESTIVAL VERSUS,71,7.2,7,37 Ratings,"['Action', 'General']",Tamsoft,17-Mar-17
pc,CONARIUM,71,6.3,23,61 Ratings,"['Adventure', '3D', 'First-Person']",Zoetrope Interactive,6-Jun-17
pc,MINECRAFT: STORY MODE SEASON TWO - EPISODE 3: JAILHOUSE BLOCK,71,7.4,8,28 Ratings,"['Adventure', 'Point-and-Click']",Telltale Games,19-Sep-17
pc,TITAN QUEST: RAGNAROK,71,6.8,11,21 Ratings,"['Role-Playing', 'Action RPG']",Iron Lore Entertainment,17-Nov-17
pc,ARKTIKA.1,71,8.1,8,16 Ratings,"['Action', 'Shooter', 'First-Person', 'Tactical']",4A Games,10-Oct-17
pc,ALWA'S AWAKENING,71,6.7,13,10 Ratings,"['Action Adventure', 'Open-World']",Elden Pixels,2-Feb-17
pc,LEGO WORLDS,71,6.5,8,73 Ratings,"['Action Adventure', 'Sandbox']",TT Games,7-Mar-17
pc,THE WALKING DEAD: THE TELLTALE SERIES - A NEW FRONTIER EPISODE 4: THICKER THAN WATER,71,6.2,30,51 Ratings,"['Adventure', 'Point-and-Click']",Telltale Games,25-Apr-17
pc,MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 4: WHO NEEDS YOU,71,6.6,9,21 Ratings,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",Telltale Games,10-Oct-17
pc,SNAKE PASS,71,7.2,9,55 Ratings,"['Action Adventure', 'Puzzle', 'Action', 'General']",Sumo Digital,28-Mar-17
pc,MINECRAFT: STORY MODE SEASON TWO - EPISODE 1: HERO IN RESIDENCE,71,4.7,11,31 Ratings,"['Adventure', 'Point-and-Click']",Telltale Games,11-Jul-17
pc,BATMAN: THE ENEMY WITHIN - EPISODE 2: THE PACT,71,7.3,19,25 Ratings,"['Adventure', 'Point-and-Click']",Telltale Games,26-Sep-17
pc,APORIA: BEYOND THE VALLEY,71,7,9,22 Ratings,"['Adventure', '3D', 'First-Person']",Investigate North,19-Jul-17
pc,OVIVO,71,7.5,9,11 Ratings,"['Action', 'Platformer', '2D']",IzHard,12-May-17
