platform,title,meta_score,user_score,num_critics,num_users,genres,developer,release_date
ps4,MATTERFALL,72,7.4,57,44 Ratings,"['Action', 'Platformer', 'Shooter', 'Third-Person', '2D', 'Arcade']","Housemarque, XDEV",15-Aug-17
ps4,NBA LIVE 18,72,5.9,24,118 Ratings,"['Sports', 'Team', 'Basketball', 'Sim']",EA Sports,15-Sep-17
ps4,TINY TRAX,72,5.6,13,7 Ratings,"['Racing', 'Arcade', 'Futuristic']",FuturLab,25-Jul-17
ps4,MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 1: TANGLED UP IN BLUE,72,5.7,29,52 Ratings,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",Telltale Games,18-Apr-17
ps4,PATAPON,72,6.2,29,42 Ratings,"['Action', 'Rhythm', 'Music']",Sony Interactive Entertainment,1-Aug-17
ps4,MARVEL'S GUARDIANS OF THE GALAXY - EPISODE 5: DON'T STOP BELIEVIN',72,6.1,10,14 Ratings,"['Action', 'Adventure', 'General', '3D', 'Third-Person']",Telltale Games,7-Nov-17
ps4,SEMISPHERES,72,tbd,11,,,,
ps4,DISC JAM,72,6.3,9,86 Ratings,"['Sports', 'Team', 'Futuristic']",High Horse Entertainment,7-Mar-17
ps4,MEGATON RAINFALL,72,6.6,28,28 Ratings,"['Action', 'General']",Pentadimensional Games,17-Oct-17
ps4,SERIAL CLEANER,72,7.1,22,21 Ratings,"['Action', 'Action Adventure', 'General', 'Linear']","iFun4all, Curve Digital",11-Jul-17
ps4,STAR OCEAN 4: THE LAST HOPE - 4K & FULL HD REMASTER,72,7,22,38 Ratings,"['Role-Playing', 'Action RPG']","Square Enix, Tri-Ace",28-Nov-17
ps4,SHADOW WARRIOR 2,72,7.3,10,78 Ratings,"['Action', 'Shooter', 'First-Person', 'Arcade']",Flying Wild Hog,19-May-17
ps4,MARVEL VS. CAPCOM: INFINITE,72,4.6,73,248 Ratings,"['Action', 'Fighting', '2D']",Capcom,19-Sep-17
ps4,DEAD RISING 4: FRANK'S BIG PACKAGE,72,5.8,40,65 Ratings,"['Action Adventure', 'Open-World']",Capcom Vancouver,5-Dec-17
ps4,KITTY POWERS' MATCHMAKER,72,6.3,8,4 Ratings,"['Action', 'Strategy', 'General', 'Management', 'Business / Tycoon']",STELLAR ENTERTAINMENT SOFTWARE LTD,7-Feb-17
ps4,MEGA MAN LEGACY COLLECTION 2,71,8.5,39,70 Ratings,"['Miscellaneous', 'Compilation']","Capcom, Now Production, Bullets",8-Aug-17
ps4,LOOT RASCALS,71,5.4,19,5 Ratings,"['Action Adventure', 'General']",Hollow Ponds,7-Mar-17
