platform,title,meta_score,user_score,num_critics,num_users,genres,developer,release_date
ps4,UTAWARERUMONO: MASK OF TRUTH,75,8.4,22,41,"Strategy, Turn-Based, General",Aqua Plus,2017-09-05
ps4,THE ELDER SCROLLS ONLINE: MORROWIND,75,6.4,15,55,"Role-Playing, Massively Multiplayer",Bethesda Softworks,2017-06-06
ps4,STAR TREK: BRIDGE CREW,75,7,42,64,"Action Adventure, General","Ubisoft, Red Storm Entertainment",2017-05-30
ps4,TOKYO XANADU EX+,75,7.9,16,59,"Role-Playing, Action RPG",Falcom,2017-12-08
ps4,CHROMAGUN,74,6,10,6,"Puzzle, Action, Shooter, First-Person, Arcade",Pixel Maniacs,2017-08-22
ps4,PINBALL FX 2: STAR WARS PINBALL - ROGUE ONE,74,3.5,7,6,"Action, Pinball",Zen Studios,2017-01-31
ps4,GOD WARS: FUTURE PAST,74,6.6,16,34,"Strategy, Turn-Based, Tactics",Kadokawa,2017-06-20
ps4,SAMURAI WARRIORS: SPIRIT OF SANADA,74,7.1,31,19,"Action, Beat-Em-Up, 3D",Omega Force,2017-05-23
ps4,CHROMA SQUAD,74,6.7,7,9,"Strategy, Turn-Based, Tactics",Behold Studios,2017-05-19
ps4,SKY FORCE RELOADED,74,7.9,13,26,"Action, Shooter, Shoot-Em-Up, Vertical",Infinite Dreams Inc.,2017-11-28
ps4,ATELIER FIRIS: THE ALCHEMIST AND THE MYSTERIOUS JOURNEY,74,7.1,31,48,"Role-Playing, Japanese-Style",Koei Tecmo Games,2017-03-07
ps4,SPARC,74,7,16,31,"Sports, Team, Futuristic","CCP, CCP Games",2017-08-29
ps4,CAT QUEST,74,7.5,10,50,"Role-Playing, Action RPG",The Gentlebros,2017-11-14
ps4,ASHES CRICKET,73,7.5,7,47,"Sports, Team, Cricket",Big Ant Studios,2017-11-16
ps4,WORLD TO THE WEST,73,5.9,17,7,"Action Adventure, Linear","Rain Games, Soedesco",2017-05-05
ps4,MAGES OF MYSTRALIA,73,7.2,7,6,"Action Adventure, General, Linear",Borealys Games,2017-08-22
ps4,LEGO MARVEL SUPER HEROES 2,73,7.2,61,71,"Action, Platformer, 3D",TT Games,2017-11-14
ps4,DEMON GAZE II,73,6.7,17,19,"Role-Playing, Western-Style",Experience Inc.,2017-11-14
ps4,AVEN COLONY,73,7.2,16,19,"Strategy, Management, Government","Sold Out Software, Mothership Entertainment",2017-07-25
ps4,THE SURGE,73,6.6,57,331,"Role-Playing, Action RPG",Deck 13,2017-05-16
ps4,RAIDEN V: DIRECTOR'S CUT,73,6.4,14,15,"Action, Shooter, Shoot-Em-Up, Vertical",Moss,2017-10-10
ps4,NIDHOGG 2,73,5.9,24,18,"Action, General",Messhof,2017-09-15
ps4,CLADUN RETURNS: THIS IS SENGOKU!,73,6.2,12,9,"Role-Playing, Action RPG",Nippon Ichi Software,2017-06-06
ps4,STYX: SHARDS OF DARKNESS,72,7.2,31,63,"Action Adventure, General",Cyanide,2017-03-14
ps4,CASTLESTORM: VIRTUAL REALITY,72,4.3,11,7,"Strategy, Real-Time, Defense",Zen Studios,2017-08-01
ps4,CARS 3: DRIVEN TO WIN,72,6.6,19,36,"Racing, Arcade, Automobile",Avalanche Software,2017-06-13
ps4,88 HEROES,72,5.8,8,5,"Action, Platformer, 2D","Rising Star Games, Bitmap Bureau",2017-03-24
ps4,MATTERFALL,72,7.4,57,44,"Action, Platformer, Shooter, Third-Person, 2D, Arcade","Housemarque, XDEV",2017-08-15
ps4,NBA LIVE 18,72,5.9,24,118,"Sports, Team, Basketball, Sim",EA Sports,2017-09-15
ps4,TINY TRAX,72,5.6,13,7,"Racing, Arcade, Futuristic",FuturLab,2017-07-25
